"Date","Time","Variable","Value"
2018-07-18,"15:20:00","Humidity",46.18
2018-07-18,"15:25:00","Humidity",46.22
2018-07-18,"15:30:00","Humidity",46.37
2018-07-18,"15:35:00","Humidity",46.3
2018-07-18,"15:40:00","Humidity",46.17
2018-07-18,"15:45:00","Humidity",46.25
2018-07-18,"15:50:00","Humidity",46.25
2018-07-18,"15:55:00","Humidity",46.32
2018-07-18,"16:00:00","Humidity",46.3
2018-07-18,"16:05:00","Humidity",46.24
2018-07-18,"16:10:00","Humidity",46.06
2018-07-18,"16:15:00","Humidity",45.95
2018-07-18,"16:20:00","Humidity",45.98
2018-07-18,"16:25:00","Humidity",46.13
2018-07-18,"16:30:00","Humidity",46.08
2018-07-18,"16:35:00","Humidity",46.18
2018-07-18,"16:40:00","Humidity",46.15
2018-07-18,"16:45:00","Humidity",46.08
2018-07-18,"16:50:00","Humidity",45.95
2018-07-18,"16:55:00","Humidity",45.86
2018-07-18,"17:00:00","Humidity",45.72
2018-07-18,"17:05:00","Humidity",45.71
2018-07-18,"17:10:00","Humidity",45.68
2018-07-18,"17:15:00","Humidity",45.67
2018-07-18,"17:20:00","Humidity",45.59
2018-07-18,"17:25:00","Humidity",45.74
2018-07-18,"17:30:00","Humidity",45.74
2018-07-18,"17:35:00","Humidity",45.69
2018-07-18,"17:40:00","Humidity",45.72
2018-07-18,"17:45:00","Humidity",45.8
2018-07-18,"17:50:00","Humidity",45.78
2018-07-18,"17:55:00","Humidity",45.73
2018-07-18,"18:00:00","Humidity",45.73
2018-07-18,"18:05:00","Humidity",45.63
2018-07-18,"18:10:00","Humidity",45.42
2018-07-18,"18:15:00","Humidity",45.4
2018-07-18,"18:20:00","Humidity",45.38
2018-07-18,"18:25:00","Humidity",45.44
2018-07-18,"18:30:00","Humidity",45.58
2018-07-18,"18:35:00","Humidity",45.54
2018-07-18,"18:40:00","Humidity",45.57
2018-07-18,"18:45:00","Humidity",45.63
2018-07-18,"18:50:00","Humidity",45.71
2018-07-18,"18:55:00","Humidity",45.67
2018-07-18,"19:00:00","Humidity",45.63
2018-07-18,"19:05:00","Humidity",45.55
2018-07-18,"19:10:00","Humidity",45.58
2018-07-18,"19:15:00","Humidity",45.44
2018-07-18,"19:20:00","Humidity",45.37
2018-07-18,"19:25:00","Humidity",45.23
2018-07-18,"19:30:00","Humidity",45.3
2018-07-18,"19:35:00","Humidity",45.38
2018-07-18,"19:40:00","Humidity",45.3
2018-07-18,"19:45:00","Humidity",45.34
2018-07-18,"19:50:00","Humidity",45.34
2018-07-18,"19:55:00","Humidity",45.37
2018-07-18,"20:00:00","Humidity",45.28
2018-07-18,"20:05:00","Humidity",44.89
2018-07-18,"20:10:00","Humidity",44.91
2018-07-18,"20:15:00","Humidity",44.96
2018-07-18,"20:20:00","Humidity",45.12
2018-07-18,"20:25:00","Humidity",45.27
2018-07-18,"20:30:00","Humidity",45.21
2018-07-18,"20:35:00","Humidity",45.14
2018-07-18,"20:40:00","Humidity",45.19
2018-07-18,"20:45:00","Humidity",45.17
2018-07-18,"20:50:00","Humidity",45.16
2018-07-18,"20:55:00","Humidity",45.14
2018-07-18,"21:00:00","Humidity",45.14
2018-07-18,"21:05:00","Humidity",45.18
2018-07-18,"21:10:00","Humidity",44.92
2018-07-18,"21:15:00","Humidity",44.71
2018-07-18,"21:20:00","Humidity",44.89
2018-07-18,"21:25:00","Humidity",44.95
2018-07-18,"21:30:00","Humidity",45.15
2018-07-18,"21:35:00","Humidity",45.12
2018-07-18,"21:40:00","Humidity",45.14
2018-07-18,"21:45:00","Humidity",45.18
2018-07-18,"21:50:00","Humidity",45.29
2018-07-18,"21:55:00","Humidity",45.31
2018-07-18,"22:00:00","Humidity",45.3
2018-07-18,"22:05:00","Humidity",45.35
2018-07-18,"22:10:00","Humidity",45.36
2018-07-18,"22:15:00","Humidity",45.43
2018-07-18,"22:20:00","Humidity",45.18
2018-07-18,"22:25:00","Humidity",45.17
2018-07-18,"22:30:00","Humidity",45.12
2018-07-18,"22:35:00","Humidity",45.22
2018-07-18,"22:40:00","Humidity",45.52
2018-07-18,"22:45:00","Humidity",46.74
2018-07-18,"22:50:00","Humidity",47.6
2018-07-18,"22:55:00","Humidity",47.97
2018-07-18,"23:00:00","Humidity",48.13
2018-07-18,"23:05:00","Humidity",48.21
2018-07-18,"23:10:00","Humidity",48.12
2018-07-18,"23:15:00","Humidity",48.25
2018-07-18,"23:20:00","Humidity",48.25
2018-07-18,"23:25:00","Humidity",47.93
2018-07-18,"23:30:00","Humidity",47.99
2018-07-18,"23:35:00","Humidity",48.22
2018-07-18,"23:40:00","Humidity",48.3
2018-07-18,"23:45:00","Humidity",48.32
2018-07-18,"23:50:00","Humidity",48.1
2018-07-18,"23:55:00","Humidity",48.11
2018-07-18,"00:00:00","CarbonDioxide",433
2018-07-18,"00:05:00","CarbonDioxide",435
2018-07-18,"00:10:00","CarbonDioxide",433
2018-07-18,"00:15:00","CarbonDioxide",434
