relative_time,LinearAccelerometerSensor
8108,2.4863241934314457
8173,2.228288376477586
8235,2.070488688331405
8298,2.7771517101053664
8361,2.870585327804513
8425,2.191252079128709
8488,2.088587531317891
8553,3.6120083273013286
8615,2.954575601170535
8678,2.8789201630006414
8742,2.925834869178652
8805,2.381174994461358
8868,2.4233180515309445
8931,2.7038655231431963
8995,3.5043003366734102
9060,3.0626275172252235
9121,2.244326006982153
9185,2.258133598119107
9249,2.655874248181898
9312,2.2132164091609514
9375,2.9962221836777063
9438,2.6809394958965336
9501,2.350747204753054
9565,2.1511946308961303
9629,2.638596155984739
9692,2.6786300307629873
9755,2.6529475607695057
9818,3.295439638205746
9881,3.6985115253371537
9945,2.77928726720054
10008,2.7564392128698985
10071,2.829882670959431
10135,2.893363686269064
10198,2.7279463701877655
10261,2.3297999968253755
10325,2.551596261599443
10388,3.1373225066904307
10452,2.1889733938288014
10516,2.2410999810837584
10578,1.1395786659568223
10641,1.7821642219405156
10705,3.3630054817166375
10768,3.835929047056623
10831,3.6399732014434614
10895,5.079529177857055
10958,4.47587007556627
11021,5.412653311657083
11085,5.015396445702808
11148,4.111965276860975
11211,2.9746106574192903
11275,4.029136872732048
11338,4.522421187372545
11404,3.4729393756736515
11465,4.245425960525482
11528,3.317948377100745
11591,1.5435041440334119
11655,3.2226950163388035
11718,2.782136754320098
11781,2.922250978483881
11845,3.672392204058173
11908,3.493437199929123
11972,4.234514860539042
12036,6.36527273020816
12098,4.747087890994248
12161,5.987674450970974
12225,5.165644370225611
12288,3.979824324713167
12352,5.26360755555554
12416,5.464106566611696
12479,4.64902340057582
12542,5.40723158905198
12605,4.799582049929338
12668,3.1671362746188922
12731,2.484935193512014
12795,2.9250086335926935
12859,2.292587742514756
12922,2.611537745186014
12985,3.683409151243433
13049,3.2609075759662587
13112,3.281531912182758
13175,4.379404956687404
13238,4.536556740652235
13302,5.174445398070435
13365,5.381672111375373
13428,4.545414955660333
13492,3.813588971814774
13555,5.083379755694098
13618,4.725067961673318
13682,4.359492693443752
13746,3.4323386544622916
13809,4.383471978222548
13872,1.7045423577020429
13935,3.043850067185693
13998,2.5470857123520823
14061,3.0440469773185286
14125,3.316079131439604
14188,3.176020727008284
14252,4.394149071923275
14315,4.924232523803718
14378,4.916946510928607
14442,4.766871154951658
14505,3.7337997184944975
14568,3.792143585617241
14634,4.085900155183066
14695,4.002830457609125
14759,5.215717096812707
14822,5.606878633669122
14885,4.647910618774547
14948,2.389331143371112
15012,3.852991670775253
15075,2.3197431797075736
15139,3.1849982223625553
15202,4.543881823950673
15265,4.289830429175958
15328,5.109220449927467
15392,6.2821092919306745
15455,8.047816901033384
15521,3.839675977268472
15582,6.023011584629734
15645,15.990229007304888
15708,10.085024437030771
15772,6.803833935325172
15835,10.574700707062366
15899,11.3995947247126
15962,10.081635471454861
16025,8.711252359079849
16090,7.557194385564075
16152,7.945777481861656
16215,8.88090211427202
16279,9.066641446620796
16342,7.9572908474313815
16405,4.869362334503126
16472,1.7893483295911379
16532,6.967104593533553
16595,6.187344944099641
16659,7.361868077670068
16722,6.132183611266476
16785,8.112561843706878
16848,6.346690130804802
16912,6.071077237261998
16977,4.168297995064554
17039,5.392564153877682
17102,5.0399543860051645
17165,5.321591485401712
17228,3.304485341916191
17292,4.221661050769932
17355,4.040659723331805
17418,4.109941450755436
17483,4.013267923711328
17546,4.102253708498732
17609,4.675433280572399
17672,5.482629394952522
17735,6.395579313355278
17799,6.091232640589843
17862,5.572116896619697
17925,4.985979258506775
17988,4.597840233348846
18052,4.038013078431276
18115,3.766224033938491
18179,3.5624615851221737
18242,3.223053656841277
18305,1.913649845405293
18368,3.0201878000439275
18433,2.9590383593982246
18495,2.8121775972166754
18559,2.6354612163251248
18622,3.297314655222773
18685,4.4770309442810206
18749,4.43706714506931
18812,4.876362341256804
18875,4.229062058731989
18939,4.165762434435772
19002,4.159652120643084
19065,3.3076372261442746
19129,3.5223931162465183
19192,3.700857377593018
19255,3.480814667197248
19318,2.6187253163342024
19383,2.602700291089394
19445,2.334258429745858
19509,3.0948881887720883
19572,3.1389711494882104
19635,3.8444741660153188
19699,3.419174591980043
19763,4.436418858310941
19826,5.9401993889529985
19889,4.322337333129184
19952,3.773485266341695
20015,5.620057371668001
20079,5.185261070866815
20142,3.459400946736056
20205,4.31584126498936
20268,3.7588363807020984
20332,3.1030214659292286
20396,4.063779424058036
20459,3.387923891917337
20522,1.6142898621005508
20585,3.2501907292667194
20649,2.719818080821074
20712,2.479777658863036
20777,3.4702318480152723
20839,4.32321406187909
20902,4.623130833033046
20965,5.187484189664348
21029,5.870751000994151
21092,5.728785979598891
21155,6.3522276207523936
21219,3.8235548493242537
21282,3.4927799140534375
21345,4.939296347353783
21409,3.968374880386703
21472,3.0434450846694174
21535,3.765479120618318
21599,4.371095713597079
21664,2.0380156303382893
21726,3.484306574265071
21789,2.917835074226393
21852,1.9813214935977532
21916,1.8284559031909795
21979,2.296494121501632
22043,2.190038679295204
22105,1.1933342014785535
22168,5.343967187940635
22232,2.138522040984238
22295,0.8120224356159155
22359,2.0932153047506215
22422,2.814373833242874
22485,0.7649517992205573
22550,0.9193336242037233
22612,1.135753628254124
22675,1.3381385740529754
22738,1.5368092109340599
22802,1.183144210200017
22866,0.549360295555693
22928,0.48126820988077185
22992,0.5145998792523636
23055,1.064698861131214
