"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"722","Annex",200301,"0",0,90
"723","Beaver Hills",200301,"0",0,90
"724","Dixwell",200301,"0",0,142
"725","Downtown",200301,"0",0,269
"726","Dwight",200301,"0",0,157
"727","East Rock",200301,"0",0,85
"728","East Shore",200301,"0",0,24
"729","Edgewood",200301,"0",0,119
"730","Fair Haven",200301,"0",0,306
"731","Fair Haven Heights",200301,"0",0,77
"732","Hill",200301,"0",0,461
"733","Long Wharf",200301,"0",0,97
"734","Newhallville",200301,"0",0,146
"735","Prospect Hill",200301,"0",0,60
"736","Quinnipiac",200301,"0",0,98
"737","West River",200301,"0",0,115
"738","West Rock",200301,"0",0,103
"739","Westville",200301,"0",0,48
"740","Wooster Square/Mill River",200301,"0",0,113
"741","Amity",200302,"0",0,105
"742","Annex",200302,"0",0,82
"743","Beaver Hills",200302,"0",0,64
"744","Dixwell",200302,"0",0,118
"745","Downtown",200302,"0",0,210
"746","Dwight",200302,"0",0,113
"747","East Rock",200302,"0",0,76
"748","East Shore",200302,"0",0,30
"749","Edgewood",200302,"0",0,108
"750","Fair Haven",200302,"0",0,261
"751","Fair Haven Heights",200302,"0",0,71
"752","Hill",200302,"0",0,365
"753","Long Wharf",200302,"0",0,85
"754","Newhallville",200302,"0",0,139
"755","Prospect Hill",200302,"0",0,50
"756","Quinnipiac",200302,"0",0,112
"757","West River",200302,"0",0,86
"758","West Rock",200302,"0",0,111
"759","Westville",200302,"0",0,43
"760","Wooster Square/Mill River",200302,"0",0,102
"761","Amity",200303,"0",0,124
"762","Annex",200303,"0",0,109
"763","Beaver Hills",200303,"0",0,84
"764","Dixwell",200303,"0",0,138
"765","Downtown",200303,"0",0,299
"766","Dwight",200303,"0",0,122
"767","East Rock",200303,"0",0,80
"768","East Shore",200303,"0",0,30
"769","Edgewood",200303,"0",0,127
"770","Fair Haven",200303,"0",0,374
"771","Fair Haven Heights",200303,"0",0,99
"772","Hill",200303,"0",0,488
"773","Long Wharf",200303,"0",0,100
"774","Newhallville",200303,"0",0,146
"775","Prospect Hill",200303,"0",0,51
"776","Quinnipiac",200303,"0",0,111
"777","West River",200303,"0",0,123
"778","West Rock",200303,"0",0,139
"779","Westville",200303,"0",0,45
"780","Wooster Square/Mill River",200303,"0",0,116
"781","Amity",200304,"0",0,139
"782","Annex",200304,"0",0,108
"783","Beaver Hills",200304,"0",0,80
"784","Dixwell",200304,"0",0,135
"785","Downtown",200304,"0",0,317
"786","Dwight",200304,"0",0,142
"787","East Rock",200304,"0",0,102
"788","East Shore",200304,"0",0,32
"789","Edgewood",200304,"0",0,149
"790","Fair Haven",200304,"0",0,377
"791","Fair Haven Heights",200304,"0",0,75
"792","Hill",200304,"0",0,524
"793","Long Wharf",200304,"0",0,92
"794","Newhallville",200304,"0",0,185
"795","Prospect Hill",200304,"0",0,48
"796","Quinnipiac",200304,"0",0,123
"797","West River",200304,"0",0,122
"798","West Rock",200304,"0",0,146
"799","Westville",200304,"0",0,63
"800","Wooster Square/Mill River",200304,"0",0,127
"801","Amity",200305,"0",0,112
"802","Annex",200305,"0",0,131
"803","Beaver Hills",200305,"0",0,92
"804","Dixwell",200305,"0",0,137
"805","Downtown",200305,"0",0,312
"806","Dwight",200305,"0",0,184
"807","East Rock",200305,"0",0,126
"808","East Shore",200305,"0",0,42
"809","Edgewood",200305,"0",0,130
"810","Fair Haven",200305,"0",0,372
"811","Fair Haven Heights",200305,"0",0,77
"812","Hill",200305,"0",0,546
"813","Long Wharf",200305,"0",0,88
"814","Newhallville",200305,"0",0,166
"815","Prospect Hill",200305,"0",0,59
"816","Quinnipiac",200305,"0",0,106
"817","West River",200305,"0",0,92
"818","West Rock",200305,"0",0,150
"819","Westville",200305,"0",0,62
"820","Wooster Square/Mill River",200305,"0",0,115
"821","Amity",200306,"0",0,134
"822","Annex",200306,"0",0,114
"823","Beaver Hills",200306,"0",0,98
"824","Dixwell",200306,"0",0,129
"825","Downtown",200306,"0",0,300
"826","Dwight",200306,"0",0,168
"827","East Rock",200306,"0",0,126
"828","East Shore",200306,"0",0,54
"829","Edgewood",200306,"0",0,164
"830","Fair Haven",200306,"0",0,442
"831","Fair Haven Heights",200306,"0",0,98
"832","Hill",200306,"0",0,532
"833","Long Wharf",200306,"0",0,91
"834","Newhallville",200306,"0",0,176
"835","Prospect Hill",200306,"0",0,77
"836","Quinnipiac",200306,"0",0,122
"837","West River",200306,"0",0,152
"838","West Rock",200306,"0",0,115
"839","Westville",200306,"0",0,74
"840","Wooster Square/Mill River",200306,"0",0,145
"841","Amity",200307,"0",0,125
"842","Annex",200307,"0",0,102
"843","Beaver Hills",200307,"0",0,94
"844","Dixwell",200307,"0",0,154
"845","Downtown",200307,"0",0,299
"846","Dwight",200307,"0",0,158
"847","East Rock",200307,"0",0,125
"848","East Shore",200307,"0",0,46
"849","Edgewood",200307,"0",0,129
"850","Fair Haven",200307,"0",0,415
"851","Fair Haven Heights",200307,"0",0,97
"852","Hill",200307,"0",0,588
"853","Long Wharf",200307,"0",0,80
"854","Newhallville",200307,"0",0,191
"855","Prospect Hill",200307,"0",0,74
"856","Quinnipiac",200307,"0",0,99
"857","West River",200307,"0",0,137
"858","West Rock",200307,"0",0,119
"859","Westville",200307,"0",0,68
"860","Wooster Square/Mill River",200307,"0",0,133
"861","Amity",200308,"0",0,114
"862","Annex",200308,"0",0,103
"863","Beaver Hills",200308,"0",0,96
"864","Dixwell",200308,"0",0,130
"865","Downtown",200308,"0",0,269
"866","Dwight",200308,"0",0,156
"867","East Rock",200308,"0",0,136
"868","East Shore",200308,"0",0,34
"869","Edgewood",200308,"0",0,175
"870","Fair Haven",200308,"0",0,451
"871","Fair Haven Heights",200308,"0",0,125
"872","Hill",200308,"0",0,555
"873","Long Wharf",200308,"0",0,109
"874","Newhallville",200308,"0",0,192
"875","Prospect Hill",200308,"0",0,135
"876","Quinnipiac",200308,"0",0,117
"877","West River",200308,"0",0,138
"878","West Rock",200308,"0",0,122
"879","Westville",200308,"0",0,68
"880","Wooster Square/Mill River",200308,"0",0,128
"881","Amity",200309,"0",0,135
"882","Annex",200309,"0",0,109
"883","Beaver Hills",200309,"0",0,95
"884","Dixwell",200309,"0",0,167
"885","Downtown",200309,"0",0,261
"886","Dwight",200309,"0",0,151
"887","East Rock",200309,"0",0,139
"888","East Shore",200309,"0",0,55
"889","Edgewood",200309,"0",0,128
"890","Fair Haven",200309,"0",0,433
"891","Fair Haven Heights",200309,"0",0,95
"892","Hill",200309,"0",0,567
"893","Long Wharf",200309,"0",0,96
"894","Newhallville",200309,"0",0,192
"895","Prospect Hill",200309,"0",0,66
"896","Quinnipiac",200309,"0",0,86
"897","West River",200309,"0",0,133
"898","West Rock",200309,"0",0,111
"899","Westville",200309,"0",0,76
"900","Wooster Square/Mill River",200309,"0",0,123
"901","Amity",200310,"0",0,120
"902","Annex",200310,"0",0,110
"903","Beaver Hills",200310,"0",0,113
"904","Dixwell",200310,"0",0,162
"905","Downtown",200310,"0",0,295
"906","Dwight",200310,"0",0,151
"907","East Rock",200310,"0",0,170
"908","East Shore",200310,"0",0,50
"909","Edgewood",200310,"0",0,127
"910","Fair Haven",200310,"0",0,424
"911","Fair Haven Heights",200310,"0",0,109
"912","Hill",200310,"0",0,569
"913","Long Wharf",200310,"0",0,102
"914","Newhallville",200310,"0",0,221
"915","Prospect Hill",200310,"0",0,68
"916","Quinnipiac",200310,"0",0,100
"917","West River",200310,"0",0,150
"918","West Rock",200310,"0",0,122
"919","Westville",200310,"0",0,78
"920","Wooster Square/Mill River",200310,"0",0,126
"921","Amity",200311,"0",0,137
"922","Annex",200311,"0",0,112
"923","Beaver Hills",200311,"0",0,112
"924","Dixwell",200311,"0",0,147
"925","Downtown",200311,"0",0,270
"926","Dwight",200311,"0",0,156
"927","East Rock",200311,"0",0,127
"928","East Shore",200311,"0",0,43
"929","Edgewood",200311,"0",0,152
"930","Fair Haven",200311,"0",0,382
"931","Fair Haven Heights",200311,"0",0,124
"932","Hill",200311,"0",0,504
"933","Long Wharf",200311,"0",0,92
"934","Newhallville",200311,"0",0,167
"935","Prospect Hill",200311,"0",0,54
"936","Quinnipiac",200311,"0",0,76
"937","West River",200311,"0",0,118
"938","West Rock",200311,"0",0,117
"939","Westville",200311,"0",0,69
"940","Wooster Square/Mill River",200311,"0",0,148
"941","Amity",200312,"0",0,101
"942","Annex",200312,"0",0,109
"943","Beaver Hills",200312,"0",0,101
"944","Dixwell",200312,"0",0,102
"945","Downtown",200312,"0",0,284
"946","Dwight",200312,"0",0,128
"947","East Rock",200312,"0",0,127
"948","East Shore",200312,"0",0,30
"949","Edgewood",200312,"0",0,124
"950","Fair Haven",200312,"0",0,399
"951","Fair Haven Heights",200312,"0",0,101
"952","Hill",200312,"0",0,448
"953","Long Wharf",200312,"0",0,110
"954","Newhallville",200312,"0",0,181
"955","Prospect Hill",200312,"0",0,67
"956","Quinnipiac",200312,"0",0,98
"957","West River",200312,"0",0,117
"958","West Rock",200312,"0",0,110
"959","Westville",200312,"0",0,45
"960","Wooster Square/Mill River",200312,"0",0,106
"961","Amity",200401,"0",0,116
"962","Annex",200401,"0",0,78
"963","Beaver Hills",200401,"0",0,90
"964","Dixwell",200401,"0",0,127
"965","Downtown",200401,"0",0,281
"966","Dwight",200401,"0",0,130
"967","East Rock",200401,"0",0,155
"968","East Shore",200401,"0",0,38
"969","Edgewood",200401,"0",0,133
"970","Fair Haven",200401,"0",0,377
"971","Fair Haven Heights",200401,"0",0,91
"972","Hill",200401,"0",0,470
"973","Long Wharf",200401,"0",0,108
"974","Newhallville",200401,"0",0,173
"975","Prospect Hill",200401,"0",0,47
"976","Quinnipiac",200401,"0",0,76
"977","West River",200401,"0",0,97
"978","West Rock",200401,"0",0,96
"979","Westville",200401,"0",0,49
"980","Wooster Square/Mill River",200401,"0",0,145
"981","Amity",200402,"0",0,105
"982","Annex",200402,"0",0,95
"983","Beaver Hills",200402,"0",0,79
"984","Dixwell",200402,"0",0,126
"985","Downtown",200402,"0",0,269
"986","Dwight",200402,"0",0,123
"987","East Rock",200402,"0",0,113
"988","East Shore",200402,"0",0,25
"989","Edgewood",200402,"0",0,118
"990","Fair Haven",200402,"0",0,360
"991","Fair Haven Heights",200402,"0",0,86
"992","Hill",200402,"0",0,485
"993","Long Wharf",200402,"0",0,115
"994","Newhallville",200402,"0",0,211
"995","Prospect Hill",200402,"0",0,57
"996","Quinnipiac",200402,"0",0,92
"997","West River",200402,"0",0,127
"998","West Rock",200402,"0",0,99
"999","Westville",200402,"0",0,55
"1000","Wooster Square/Mill River",200402,"0",0,133
"1001","Amity",200403,"0",0,118
"1002","Annex",200403,"0",0,96
"1003","Beaver Hills",200403,"0",0,124
"1004","Dixwell",200403,"0",0,168
"1005","Downtown",200403,"0",0,278
"1006","Dwight",200403,"0",0,127
"1007","East Rock",200403,"0",0,123
"1008","East Shore",200403,"0",0,42
"1009","Edgewood",200403,"0",0,140
"1010","Fair Haven",200403,"0",0,404
"1011","Fair Haven Heights",200403,"0",0,93
"1012","Hill",200403,"0",0,533
"1013","Long Wharf",200403,"0",0,94
"1014","Newhallville",200403,"0",0,210
"1015","Prospect Hill",200403,"0",0,62
"1016","Quinnipiac",200403,"0",0,121
"1017","West River",200403,"0",0,118
"1018","West Rock",200403,"0",0,110
"1019","Westville",200403,"0",0,49
"1020","Wooster Square/Mill River",200403,"0",0,130
"1021","Amity",200404,"0",0,122
"1022","Annex",200404,"0",0,91
"1023","Beaver Hills",200404,"0",0,95
"1024","Dixwell",200404,"0",0,183
"1025","Downtown",200404,"0",0,328
"1026","Dwight",200404,"0",0,152
"1027","East Rock",200404,"0",0,185
"1028","East Shore",200404,"0",0,29
"1029","Edgewood",200404,"0",0,161
"1030","Fair Haven",200404,"0",0,467
"1031","Fair Haven Heights",200404,"0",0,113
"1032","Hill",200404,"0",0,538
"1033","Long Wharf",200404,"0",0,106
"1034","Newhallville",200404,"0",0,188
"1035","Prospect Hill",200404,"0",0,67
"1036","Quinnipiac",200404,"0",0,122
"1037","West River",200404,"0",0,155
"1038","West Rock",200404,"0",0,116
"1039","Westville",200404,"0",0,50
"1040","Wooster Square/Mill River",200404,"0",0,156
"1041","Amity",200405,"0",0,147
"1042","Annex",200405,"0",0,113
"1043","Beaver Hills",200405,"0",0,114
"1044","Dixwell",200405,"0",0,157
"1045","Downtown",200405,"0",0,315
"1046","Dwight",200405,"0",0,178
"1047","East Rock",200405,"0",0,187
"1048","East Shore",200405,"0",0,48
"1049","Edgewood",200405,"0",0,143
"1050","Fair Haven",200405,"0",0,478
"1051","Fair Haven Heights",200405,"0",0,116
"1052","Hill",200405,"0",0,558
"1053","Long Wharf",200405,"0",0,113
"1054","Newhallville",200405,"0",0,248
"1055","Prospect Hill",200405,"0",0,77
"1056","Quinnipiac",200405,"0",0,141
"1057","West River",200405,"0",0,141
"1058","West Rock",200405,"0",0,122
"1059","Westville",200405,"0",0,67
"1060","Wooster Square/Mill River",200405,"0",0,156
"1061","Amity",200406,"0",0,113
"1062","Annex",200406,"0",0,128
"1063","Beaver Hills",200406,"0",0,128
"1064","Dixwell",200406,"0",0,179
"1065","Downtown",200406,"0",0,324
"1066","Dwight",200406,"0",0,179
"1067","East Rock",200406,"0",0,136
"1068","East Shore",200406,"0",0,51
"1069","Edgewood",200406,"0",0,154
"1070","Fair Haven",200406,"0",0,524
"1071","Fair Haven Heights",200406,"0",0,118
"1072","Hill",200406,"0",0,599
"1073","Long Wharf",200406,"0",0,126
"1074","Newhallville",200406,"0",0,248
"1075","Prospect Hill",200406,"0",0,79
"1076","Quinnipiac",200406,"0",0,146
"1077","West River",200406,"0",0,125
"1078","West Rock",200406,"0",0,117
"1079","Westville",200406,"0",0,79
"1080","Wooster Square/Mill River",200406,"0",0,122
"1081","Amity",200407,"0",0,145
"1082","Annex",200407,"0",0,116
"1083","Beaver Hills",200407,"0",0,111
"1084","Dixwell",200407,"0",0,167
"1085","Downtown",200407,"0",0,344
"1086","Dwight",200407,"0",0,175
"1087","East Rock",200407,"0",0,126
"1088","East Shore",200407,"0",0,52
"1089","Edgewood",200407,"0",0,168
"1090","Fair Haven",200407,"0",0,451
"1091","Fair Haven Heights",200407,"0",0,122
"1092","Hill",200407,"0",0,555
"1093","Long Wharf",200407,"0",0,126
"1094","Newhallville",200407,"0",0,267
"1095","Prospect Hill",200407,"0",0,69
"1096","Quinnipiac",200407,"0",0,133
"1097","West River",200407,"0",0,150
"1098","West Rock",200407,"0",0,116
"1099","Westville",200407,"0",0,71
"1100","Wooster Square/Mill River",200407,"0",0,155
"1101","Amity",200408,"0",0,131
"1102","Annex",200408,"0",0,121
"1103","Beaver Hills",200408,"0",0,137
"1104","Dixwell",200408,"0",0,168
"1105","Downtown",200408,"0",0,291
"1106","Dwight",200408,"0",0,186
"1107","East Rock",200408,"0",0,133
"1108","East Shore",200408,"0",0,45
"1109","Edgewood",200408,"0",0,161
"1110","Fair Haven",200408,"0",0,478
"1111","Fair Haven Heights",200408,"0",0,109
"1112","Hill",200408,"0",0,581
"1113","Long Wharf",200408,"0",0,98
"1114","Newhallville",200408,"0",0,250
"1115","Prospect Hill",200408,"0",0,62
"1116","Quinnipiac",200408,"0",0,116
"1117","West River",200408,"0",0,132
"1118","West Rock",200408,"0",0,120
"1119","Westville",200408,"0",0,76
"1120","Wooster Square/Mill River",200408,"0",0,117
"1121","Amity",200409,"0",0,120
"1122","Annex",200409,"0",0,117
"1123","Beaver Hills",200409,"0",0,100
"1124","Dixwell",200409,"0",0,136
"1125","Downtown",200409,"0",0,386
"1126","Dwight",200409,"0",0,183
"1127","East Rock",200409,"0",0,93
"1128","East Shore",200409,"0",0,46
"1129","Edgewood",200409,"0",0,137
"1130","Fair Haven",200409,"0",0,410
"1131","Fair Haven Heights",200409,"0",0,98
"1132","Hill",200409,"0",0,530
"1133","Long Wharf",200409,"0",0,107
"1134","Newhallville",200409,"0",0,215
"1135","Prospect Hill",200409,"0",0,76
"1136","Quinnipiac",200409,"0",0,112
"1137","West River",200409,"0",0,112
"1138","West Rock",200409,"0",0,106
"1139","Westville",200409,"0",0,50
"1140","Wooster Square/Mill River",200409,"0",0,126
"1141","Amity",200410,"0",0,134
"1142","Annex",200410,"0",0,92
"1143","Beaver Hills",200410,"0",0,88
"1144","Dixwell",200410,"0",0,139
"1145","Downtown",200410,"0",0,445
"1146","Dwight",200410,"0",0,179
"1147","East Rock",200410,"0",0,130
"1148","East Shore",200410,"0",0,30
"1149","Edgewood",200410,"0",0,108
"1150","Fair Haven",200410,"0",0,409
"1151","Fair Haven Heights",200410,"0",0,118
"1152","Hill",200410,"0",0,502
"1153","Long Wharf",200410,"0",0,99
"1154","Newhallville",200410,"0",0,203
"1155","Prospect Hill",200410,"0",0,71
"1156","Quinnipiac",200410,"0",0,145
"1157","West River",200410,"0",0,125
"1158","West Rock",200410,"0",0,140
"1159","Westville",200410,"0",0,55
"1160","Wooster Square/Mill River",200410,"0",0,99
"1161","Amity",200411,"0",0,123
"1162","Annex",200411,"0",0,109
"1163","Beaver Hills",200411,"0",0,95
"1164","Dixwell",200411,"0",0,137
"1165","Downtown",200411,"0",0,396
"1166","Dwight",200411,"0",0,142
"1167","East Rock",200411,"0",0,128
"1168","East Shore",200411,"0",0,41
"1169","Edgewood",200411,"0",0,130
"1170","Fair Haven",200411,"0",0,375
"1171","Fair Haven Heights",200411,"0",0,106
"1172","Hill",200411,"0",0,481
"1173","Long Wharf",200411,"0",0,107
"1174","Newhallville",200411,"0",0,214
"1175","Prospect Hill",200411,"0",0,64
"1176","Quinnipiac",200411,"0",0,116
"1177","West River",200411,"0",0,113
"1178","West Rock",200411,"0",0,103
"1179","Westville",200411,"0",0,37
"1180","Wooster Square/Mill River",200411,"0",0,105
"1181","Amity",200412,"0",0,132
"1182","Annex",200412,"0",0,96
"1183","Beaver Hills",200412,"0",0,67
"1184","Dixwell",200412,"0",0,112
"1185","Downtown",200412,"0",0,284
"1186","Dwight",200412,"0",0,143
"1187","East Rock",200412,"0",0,87
"1188","East Shore",200412,"0",0,29
"1189","Edgewood",200412,"0",0,86
"1190","Fair Haven",200412,"0",0,347
"1191","Fair Haven Heights",200412,"0",0,94
"1192","Hill",200412,"0",0,429
"1193","Long Wharf",200412,"0",0,94
"1194","Newhallville",200412,"0",0,189
"1195","Prospect Hill",200412,"0",0,36
"1196","Quinnipiac",200412,"0",0,126
"1197","West River",200412,"0",0,101
"1198","West Rock",200412,"0",0,91
"1199","Westville",200412,"0",0,50
"1200","Wooster Square/Mill River",200412,"0",0,102
"1201","Amity",200501,"0",0,107
"1202","Annex",200501,"0",0,90
"1203","Beaver Hills",200501,"0",0,86
"1204","Dixwell",200501,"0",0,104
"1205","Downtown",200501,"0",0,258
"1206","Dwight",200501,"0",0,152
"1207","East Rock",200501,"0",0,73
"1208","East Shore",200501,"0",0,44
"1209","Edgewood",200501,"0",0,93
"1210","Fair Haven",200501,"0",0,368
"1211","Fair Haven Heights",200501,"0",0,83
"1212","Hill",200501,"0",0,414
"1213","Long Wharf",200501,"0",0,130
"1214","Newhallville",200501,"0",0,198
"1215","Prospect Hill",200501,"0",0,57
"1216","Quinnipiac",200501,"0",0,125
"1217","West River",200501,"0",0,92
"1218","West Rock",200501,"0",0,96
"1219","Westville",200501,"0",0,33
"1220","Wooster Square/Mill River",200501,"0",0,107
"1221","Amity",200502,"0",0,121
"1222","Annex",200502,"0",0,84
"1223","Beaver Hills",200502,"0",0,77
"1224","Dixwell",200502,"0",0,117
"1225","Downtown",200502,"0",0,242
"1226","Dwight",200502,"0",0,117
"1227","East Rock",200502,"0",0,77
"1228","East Shore",200502,"0",0,30
"1229","Edgewood",200502,"0",0,105
"1230","Fair Haven",200502,"0",0,358
"1231","Fair Haven Heights",200502,"0",0,75
"1232","Hill",200502,"0",0,386
"1233","Long Wharf",200502,"0",0,129
"1234","Newhallville",200502,"0",0,190
"1235","Prospect Hill",200502,"0",0,61
"1236","Quinnipiac",200502,"0",0,120
"1237","West River",200502,"0",0,90
"1238","West Rock",200502,"0",0,97
"1239","Westville",200502,"0",0,54
"1240","Wooster Square/Mill River",200502,"0",0,84
"1241","Amity",200503,"0",0,147
"1242","Annex",200503,"0",0,111
"1243","Beaver Hills",200503,"0",0,79
"1244","Dixwell",200503,"0",0,146
"1245","Downtown",200503,"0",0,311
"1246","Dwight",200503,"0",0,212
"1247","East Rock",200503,"0",0,98
"1248","East Shore",200503,"0",0,34
"1249","Edgewood",200503,"0",0,105
"1250","Fair Haven",200503,"0",0,428
"1251","Fair Haven Heights",200503,"0",0,112
"1252","Hill",200503,"0",0,456
"1253","Long Wharf",200503,"0",0,130
"1254","Newhallville",200503,"0",0,189
"1255","Prospect Hill",200503,"0",0,68
