relative_time,LinearAccelerometerSensor
8954,2.9643322650451807
9012,2.325606859644381
9091,1.4774498266489096
9123,2.5620972851902595
9192,2.1071734206821
9237,2.386056861315016
9294,2.0610335945822973
9351,1.9235992140541684
9410,3.055079286236354
9466,2.1600242422650844
9524,2.2451509570236516
9581,2.530049545647313
9650,2.090731252299549
9697,2.1203567039250455
9754,2.2979349817518524
9811,3.347232466840741
9870,2.144022007359531
9929,3.0201868527440947
9984,3.151388219686943
10047,2.881488444294381
10098,2.337789152487982
10164,2.1741087698937367
10212,1.7231026760864907
10271,2.346230885057418
10329,2.114589659833292
10386,3.2310036305224448
10443,2.917460814852733
10500,4.04339473525742
10561,5.350594760242087
10615,4.600397606956364
10677,4.133426959505324
10741,3.8252804522453094
10788,6.526261318089568
10845,7.931060100954422
10901,3.3282940602233992
10958,5.026250594413473
11018,3.848454023814379
11074,3.409752680963374
11130,2.387832506602974
11188,1.9169752107588507
11250,1.3209432867034874
11303,1.0240933013372122
11361,3.394166564666674
11428,1.5556919552780355
11476,1.9343538273899024
11533,0.4818381820892392
11590,1.687782899667283
11648,2.1158021568153926
11711,0.5260395452878373
11762,1.645530705052182
11818,1.9730905187020857
11878,1.9829296946179427
11934,0.9409259504802221
12002,2.0082227235886565
12049,0.20216553841465007
12119,2.9088195598368514
12173,2.3688408142235104
12220,3.138541066376158
12279,1.7819742436971964
12339,2.7540505662263697
12412,2.263884408500414
12450,1.1460511722989917
12508,1.5306242617959314
12565,0.6499517982290175
12628,1.9564751541193983
12680,1.7327239279645132
12746,1.5774708515744875
12794,1.3306365556336097
12852,1.1590284009387946
12918,0.6471727284984163
12972,1.7972046259523582
13035,2.0189174995968067
13113,0.5554475546869303
13139,1.5956225894322549
13196,2.384281493587035
13263,0.8957710835911137
13311,1.2077214511441667
13383,1.4561138793457788
13428,1.8091345487274213
13483,2.9753553290500356
13548,1.8491237369394562
13598,1.7507755740753321
13664,2.1096144928785527
13715,1.369140625
13772,0.9116866706754935
13839,1.9724884868329338
13894,1.7714464883843108
13957,1.4182571664269708
14003,2.616894697065548
14071,0.9853022310669771
14114,1.5831199385076031
14172,0.8296116853547646
14229,0.9182835465266674
14286,1.514372947524597
14348,1.5575297076972552
14401,2.5407463241831323
14458,1.659496795724762
14524,2.515469658835643
14573,2.535647963226423
14630,0.7583359945341372
14688,1.3658838650888867
14746,1.4620514564956462
14803,1.3733484145990684
14861,1.7916842910727753
14917,1.8957641365362288
14975,2.3853040332661415
15032,2.3303868104479597
15090,0.6340860573202958
15147,0.23148823593581305
15208,2.4126064020124574
15262,1.7917364535675913
15340,2.037914903206206
15377,1.1817595619055306
15434,2.2922688704429626
15495,2.5251066279795027
15560,3.6336255548069873
15614,6.583604283933812
15664,11.755714487861518
15721,16.00719290223539
15779,5.812048781734352
15835,13.433231971175301
15892,13.705955291376766
15950,17.170751783101256
16010,5.246053393017705
16065,6.5560084615749386
16123,7.650766082502452
16179,11.00566856672442
16237,9.012134425014489
16314,2.339341557126372
16353,4.466627136928566
16415,4.498678437194018
16466,1.277224660565685
16525,3.2985891794289866
16583,3.6364629309275593
16640,5.246534566189728
16696,1.816869401847684
16754,4.954261817799071
16811,3.0454242088846253
16868,2.0432082085106242
16926,4.037233864720049
16982,3.841208633512936
17040,1.805650000262137
17098,1.22058134158139
17155,3.6135430648389004
17212,1.8909268729334137
17270,2.0074096750577906
17327,1.293998377449634
17384,2.7382418946663667
17442,0.8979726501029677
17500,1.4018598056195977
17556,1.0166068979319345
17614,2.5624637135983606
17672,1.9076011121956609
17741,1.5440225213933325
17786,3.24316141598808
17852,2.595541461764063
17901,2.6869111414002895
17958,2.322899400678253
18016,2.6408469202814207
18074,0.8801480146578451
18140,0.26849864028074905
18188,3.1775808643102943
18245,1.569046573037654
18318,2.1089719033972094
18359,2.992087579159384
18423,1.8224064648857692
18481,2.8450710037032962
18538,1.8436815281454473
18593,2.2405864036566356
18647,1.153660529439878
18706,2.196024497564312
18764,1.2440457629774235
18821,2.778289848388561
18876,2.5257406678082583
18935,2.80964201781651
18997,2.0790708296812648
19048,1.8828126899434228
19122,1.8521380596278445
19164,1.087090518197095
19226,1.675638046014661
19289,1.102977844451534
19335,1.6118176635626345
19400,1.4797632957308449
19450,1.628052046124302
19509,0.7522320911105058
19572,2.5176707414233572
19628,1.2063255345704784
19688,2.831745338477192
19739,1.5434615108879948
19794,2.2282328447134985
19851,2.1079406382619115
19927,1.6932791896609354
19968,4.043550163885252
20024,2.336286231709597
20092,2.811629690512434
20140,2.3246794941166
20204,2.01035418108617
20254,1.455310367765333
20311,2.0915121388695246
20369,1.5854193681985476
20428,1.851385502463574
20491,1.8440090579350363
20540,1.2855972414631616
20607,1.7058836966445459
20655,1.6908650226108295
20712,0.6219546751039678
20775,0.9553433227558072
20827,1.0274114550193454
20885,2.1193368284747227
20947,2.3830484242195524
21000,3.0462879104352827
21062,2.5958288663169506
21114,4.086137989150861
21176,2.427705109374591
21237,2.742308176542497
21286,0.8455770279612375
21354,1.40995905546165
21401,2.2756392576404343
21469,2.419681367783854
21519,2.8340237468190312
21580,1.8976500333995925
21630,2.2752479082790997
21692,1.635176120569886
21762,1.621409043133857
21803,2.30839989585711
21860,3.1868129812618533
21917,2.794058548446982
21974,5.936407048872436
22032,3.284603476086145
22092,1.633845171560622
22147,3.3535166203314626
22206,4.224776872690845
22261,1.4590936132182881
22319,3.566859071360786
22384,1.050975568877585
22452,0.7315838711829996
22491,0.7771560595709763
22549,1.2015340615666026
22626,0.8362199537869508
22674,1.3277081901390198
22739,1.258914583161315
22780,0.949644142559495
22844,0.9639653520154767
22893,0.07154308420099581
22950,0.2894989276019511
23011,0.5822617247315346
23064,1.0598778625514411
23122,0.5465592153809284
